frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
366, 0, 12.179, 0.98, 1, -4.7, 6.6, 346.5, 0.232, 0.131, -0.014, 1.12, 0.00, 0.00, 0.32, 0.00, 0.10, 0.00, 0.00, 0.48, 0.00, 0.03, 0.99, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
367, 0, 12.212, 0.98, 1, -4.8, 6.9, 346.5, 0.234, 0.132, -0.013, 1.06, 0.00, 0.00, 0.28, 0.00, 0.10, 0.00, 0.00, 0.53, 0.00, 0.00, 0.95, 0.00, 0.03, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
368, 0, 12.246, 0.93, 1, -4.5, 7.5, 345.0, 0.246, 0.130, -0.016, 1.08, 0.00, 0.00, 0.36, 0.00, 0.09, 0.00, 0.11, 0.60, 0.00, 0.00, 0.81, 0.00, 0.00, 0.32, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
369, 0, 12.279, 0.98, 1, -4.1, 8.1, 343.3, 0.264, 0.120, -0.019, 1.26, 0.00, 0.00, 0.23, 0.12, 0.45, 0.04, 0.34, 0.63, 0.00, 0.00, 0.78, 0.00, 0.00, 0.58, 0.00, 0.11, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
370, 0, 12.312, 0.98, 1, -3.2, 9.0, 344.9, 0.275, 0.111, -0.019, 1.58, 0.08, 0.00, 0.16, 0.24, 0.69, 0.15, 0.62, 0.70, 0.00, 0.00, 0.70, 0.00, 0.00, 0.85, 0.03, 0.91, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
371, 0, 12.346, 0.93, 1, -2.0, 10.0, 345.2, 0.263, 0.089, -0.014, 2.08, 0.30, 0.00, 0.00, 0.28, 0.73, 0.15, 0.73, 0.71, 0.00, 0.00, 0.67, 0.01, 0.00, 0.83, 0.07, 1.84, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
372, 0, 12.379, 0.93, 1, -0.0, 11.3, 348.7, 0.282, 0.067, -0.009, 2.56, 0.44, 0.00, 0.00, 0.16, 0.40, 0.10, 0.65, 0.66, 0.00, 0.00, 0.56, 0.07, 0.00, 0.72, 0.31, 2.50, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
373, 0, 12.412, 0.93, 1, 2.5, 12.1, 346.6, 0.282, 0.038, -0.002, 2.75, 0.48, 0.00, 0.00, 0.04, 0.16, 0.00, 0.42, 0.53, 0.00, 0.01, 0.64, 0.15, 0.00, 0.43, 0.43, 2.61, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
374, 0, 12.446, 0.93, 1, 4.9, 12.7, 346.8, 0.271, 0.018, 0.009, 2.59, 0.25, 0.00, 0.00, 0.00, 0.03, 0.00, 0.20, 0.47, 0.00, 0.01, 0.60, 0.27, 0.00, 0.16, 0.51, 2.71, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
375, 0, 12.479, 0.93, 1, 7.4, 13.4, 346.4, 0.267, -0.001, 0.022, 2.28, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.49, 0.00, 0.02, 0.58, 0.44, 0.00, 0.00, 0.44, 2.77, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
376, 0, 12.513, 0.93, 1, 10.0, 13.9, 342.4, 0.275, -0.015, 0.030, 1.89, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.58, 0.00, 0.01, 0.49, 0.56, 0.00, 0.00, 0.39, 2.53, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
377, 0, 12.546, 0.93, 1, 12.6, 14.8, 342.2, 0.304, -0.029, 0.040, 1.63, 0.00, 0.00, 0.00, 0.05, 0.10, 0.00, 0.02, 0.64, 0.00, 0.01, 0.46, 0.55, 0.00, 0.00, 0.47, 1.92, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
378, 0, 12.579, 0.93, 1, 14.4, 16.0, 344.4, 0.348, -0.037, 0.050, 1.38, 0.00, 0.00, 0.00, 0.11, 0.17, 0.00, 0.09, 0.71, 0.00, 0.00, 0.38, 0.44, 0.00, 0.00, 0.60, 1.43, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
379, 0, 12.613, 0.98, 1, 15.2, 16.1, 342.7, 0.350, -0.033, 0.055, 1.39, 0.00, 0.00, 0.00, 0.13, 0.17, 0.00, 0.16, 0.77, 0.00, 0.00, 0.20, 0.29, 0.00, 0.00, 0.78, 0.97, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
380, 0, 12.646, 0.98, 1, 15.7, 16.4, 342.4, 0.354, -0.033, 0.059, 1.36, 0.00, 0.00, 0.00, 0.18, 0.07, 0.00, 0.24, 0.85, 0.04, 0.00, 0.09, 0.24, 0.00, 0.01, 0.85, 0.72, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
381, 0, 12.679, 0.98, 1, 16.3, 16.3, 342.0, 0.348, -0.033, 0.063, 1.43, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.30, 0.94, 0.11, 0.00, 0.01, 0.12, 0.00, 0.05, 0.70, 0.62, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
382, 0, 12.713, 0.98, 1, 17.1, 16.2, 340.6, 0.343, -0.031, 0.071, 1.40, 0.00, 0.00, 0.00, 0.28, 0.01, 0.00, 0.37, 1.02, 0.20, 0.00, 0.01, 0.07, 0.00, 0.09, 0.49, 0.61, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
383, 0, 12.746, 0.98, 1, 18.5, 16.3, 341.4, 0.332, -0.038, 0.078, 1.35, 0.00, 0.00, 0.00, 0.31, 0.01, 0.00, 0.32, 1.15, 0.16, 0.00, 0.00, 0.02, 0.00, 0.19, 0.35, 0.56, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
384, 0, 12.779, 0.98, 1, 19.7, 16.3, 341.9, 0.320, -0.047, 0.086, 1.25, 0.00, 0.00, 0.00, 0.37, 0.03, 0.00, 0.19, 1.25, 0.21, 0.00, 0.00, 0.02, 0.00, 0.25, 0.25, 0.46, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
385, 0, 12.813, 0.98, 1, 21.1, 16.2, 342.7, 0.307, -0.057, 0.093, 0.99, 0.00, 0.00, 0.00, 0.40, 0.02, 0.00, 0.05, 1.30, 0.20, 0.00, 0.00, 0.01, 0.00, 0.26, 0.18, 0.33, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
386, 0, 12.846, 0.98, 1, 22.1, 16.1, 342.0, 0.298, -0.061, 0.098, 0.67, 0.00, 0.00, 0.00, 0.42, 0.02, 0.00, 0.00, 1.30, 0.23, 0.00, 0.00, 0.00, 0.00, 0.18, 0.06, 0.22, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
387, 0, 12.880, 0.98, 1, 23.2, 16.0, 342.8, 0.297, -0.066, 0.105, 0.34, 0.00, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 1.31, 0.11, 0.00, 0.00, 0.00, 0.00, 0.10, 0.01, 0.08, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
388, 0, 12.913, 0.98, 1, 24.0, 15.8, 343.2, 0.293, -0.071, 0.112, 0.17, 0.00, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 1.32, 0.09, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
389, 0, 12.946, 0.98, 1, 24.7, 15.5, 343.8, 0.291, -0.076, 0.117, 0.07, 0.00, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 1.33, 0.10, 0.00, 0.00, 0.00, 0.00, 0.07, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
390, 0, 12.980, 0.98, 1, 25.5, 14.9, 344.8, 0.285, -0.085, 0.120, 0.02, 0.00, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 1.31, 0.12, 0.00, 0.00, 0.00, 0.00, 0.08, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
391, 0, 13.013, 0.98, 1, 25.8, 14.4, 345.2, 0.289, -0.086, 0.120, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 1.35, 0.12, 0.00, 0.00, 0.00, 0.00, 0.15, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
392, 0, 13.046, 0.98, 1, 26.0, 13.7, 345.2, 0.284, -0.089, 0.120, 0.09, 0.00, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 1.34, 0.08, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
393, 0, 13.080, 0.98, 1, 25.8, 13.1, 346.2, 0.282, -0.084, 0.120, 0.13, 0.00, 0.00, 0.00, 0.45, 0.00, 0.00, 0.00, 1.34, 0.05, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
394, 0, 13.113, 0.98, 1, 25.4, 12.6, 346.2, 0.280, -0.084, 0.120, 0.20, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
395, 0, 13.146, 0.98, 1, 25.0, 12.3, 346.6, 0.275, -0.084, 0.118, 0.17, 0.00, 0.00, 0.00, 0.39, 0.00, 0.00, 0.00, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
396, 0, 13.180, 0.98, 1, 24.3, 11.9, 346.0, 0.271, -0.080, 0.115, 0.21, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 1.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
397, 0, 13.213, 0.98, 1, 23.9, 11.6, 347.7, 0.271, -0.080, 0.113, 0.22, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 1.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.01, 0.08, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
398, 0, 13.247, 0.98, 1, 23.3, 11.3, 347.2, 0.266, -0.079, 0.111, 0.22, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.01, 0.12, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
399, 0, 13.280, 0.98, 1, 22.6, 11.2, 347.5, 0.270, -0.077, 0.109, 0.24, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 1.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.12, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
400, 0, 13.313, 0.98, 1, 22.1, 11.1, 347.6, 0.267, -0.076, 0.109, 0.29, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.00, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.04, 0.09, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
401, 0, 13.347, 0.98, 1, 22.0, 10.8, 346.8, 0.259, -0.078, 0.107, 0.38, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.06, 0.05, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
402, 0, 13.380, 0.98, 1, 21.7, 10.8, 347.8, 0.265, -0.080, 0.105, 0.49, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 1.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.06, 0.05, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
403, 0, 13.413, 0.98, 1, 21.5, 10.4, 347.9, 0.258, -0.085, 0.103, 0.56, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.06, 0.02, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
404, 0, 13.447, 0.98, 1, 21.1, 10.1, 348.1, 0.258, -0.085, 0.103, 0.64, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.07, 0.08, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
405, 0, 13.480, 0.98, 1, 20.4, 9.7, 347.6, 0.254, -0.083, 0.103, 0.71, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.07, 0.16, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
406, 0, 13.514, 0.98, 1, 19.7, 9.3, 347.7, 0.254, -0.077, 0.100, 0.71, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.03, 0.23, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
407, 0, 13.547, 0.98, 1, 19.0, 9.0, 348.0, 0.251, -0.076, 0.100, 0.77, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.28, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
408, 0, 13.580, 0.98, 1, 18.5, 8.7, 347.9, 0.249, -0.073, 0.098, 0.87, 0.05, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 1.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.36, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
409, 0, 13.614, 0.98, 1, 17.9, 8.6, 348.8, 0.259, -0.070, 0.097, 1.13, 0.23, 0.00, 0.00, 0.24, 0.10, 0.00, 0.00, 1.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.78, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
410, 0, 13.647, 0.93, 1, 16.6, 8.9, 346.5, 0.254, -0.062, 0.097, 1.42, 0.43, 0.00, 0.00, 0.29, 0.31, 0.00, 0.00, 1.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.16, 1.44, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
411, 0, 13.680, 0.93, 1, 14.5, 9.2, 345.4, 0.259, -0.045, 0.091, 1.78, 0.57, 0.00, 0.00, 0.45, 0.75, 0.00, 0.05, 1.46, 0.00, 0.00, 0.04, 0.00, 0.00, 0.32, 0.36, 1.94, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
412, 0, 13.714, 0.93, 1, 10.8, 8.6, 345.5, 0.260, -0.009, 0.084, 1.97, 0.40, 0.00, 0.00, 0.44, 1.02, 0.00, 0.16, 1.50, 0.00, 0.00, 0.23, 0.00, 0.00, 0.34, 0.53, 1.77, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
413, 0, 13.747, 0.93, 1, 6.1, 8.0, 347.7, 0.270, 0.039, 0.069, 2.09, 0.25, 0.00, 0.00, 0.47, 1.40, 0.00, 0.22, 1.52, 0.00, 0.00, 0.43, 0.00, 0.00, 0.21, 0.38, 1.36, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
414, 0, 13.780, 0.93, 1, 2.0, 7.4, 346.7, 0.264, 0.083, 0.057, 2.20, 0.18, 0.00, 0.00, 0.34, 1.43, 0.00, 0.31, 1.53, 0.00, 0.00, 0.65, 0.00, 0.00, 0.22, 0.17, 0.99, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
415, 0, 13.814, 0.93, 1, -0.8, 6.7, 348.3, 0.252, 0.111, 0.037, 2.37, 0.23, 0.00, 0.00, 0.21, 1.69, 0.00, 0.32, 1.51, 0.00, 0.00, 0.70, 0.00, 0.00, 0.29, 0.00, 0.79, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
416, 0, 13.847, 0.93, 1, -2.0, 6.1, 347.1, 0.246, 0.119, 0.019, 2.63, 0.46, 0.00, 0.00, 0.11, 1.58, 0.00, 0.38, 1.45, 0.00, 0.00, 0.74, 0.00, 0.00, 0.48, 0.00, 0.49, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
417, 0, 13.881, 0.93, 1, -2.3, 5.9, 346.0, 0.251, 0.122, 0.005, 2.70, 0.67, 0.00, 0.00, 0.10, 1.69, 0.00, 0.47, 1.45, 0.00, 0.00, 0.66, 0.00, 0.00, 0.64, 0.00, 0.19, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
418, 0, 13.914, 0.93, 1, -2.4, 6.0, 343.7, 0.257, 0.120, -0.006, 2.73, 0.85, 0.00, 0.00, 0.11, 1.57, 0.00, 0.56, 1.45, 0.00, 0.00, 0.60, 0.00, 0.00, 0.77, 0.00, 0.03, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
419, 0, 13.947, 0.93, 1, -2.3, 6.0, 343.0, 0.248, 0.117, -0.010, 2.65, 0.86, 0.00, 0.00, 0.14, 1.56, 0.00, 0.63, 1.41, 0.00, 0.00, 0.54, 0.00, 0.00, 0.80, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
420, 0, 13.981, 0.93, 1, -2.2, 5.8, 343.5, 0.248, 0.116, -0.015, 2.61, 0.79, 0.00, 0.00, 0.10, 1.35, 0.00, 0.53, 1.35, 0.00, 0.02, 0.59, 0.00, 0.00, 0.79, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
421, 0, 14.014, 0.93, 1, -2.1, 5.8, 343.6, 0.245, 0.115, -0.018, 2.61, 0.81, 0.00, 0.00, 0.06, 1.31, 0.00, 0.48, 1.28, 0.00, 0.02, 0.54, 0.00, 0.00, 0.72, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
422, 0, 14.047, 0.93, 1, -2.0, 5.9, 344.2, 0.242, 0.119, -0.020, 2.62, 0.77, 0.00, 0.00, 0.00, 1.30, 0.00, 0.39, 1.23, 0.00, 0.03, 0.52, 0.00, 0.00, 0.61, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
423, 0, 14.081, 0.93, 1, -2.0, 5.8, 343.9, 0.236, 0.121, -0.024, 2.67, 0.79, 0.00, 0.00, 0.00, 1.26, 0.00, 0.38, 1.11, 0.00, 0.01, 0.51, 0.00, 0.00, 0.43, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
424, 0, 14.114, 0.93, 1, -1.9, 5.8, 343.2, 0.237, 0.118, -0.026, 2.71, 0.80, 0.00, 0.00, 0.00, 1.12, 0.00, 0.36, 1.02, 0.00, 0.01, 0.56, 0.00, 0.00, 0.29, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
425, 0, 14.147, 0.93, 1, -1.8, 5.7, 342.6, 0.232, 0.117, -0.028, 2.77, 0.93, 0.00, 0.02, 0.00, 1.03, 0.00, 0.37, 0.95, 0.00, 0.03, 0.65, 0.00, 0.00, 0.19, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
426, 0, 14.181, 0.98, 1, -1.3, 5.8, 342.0, 0.233, 0.114, -0.030, 2.75, 0.95, 0.00, 0.02, 0.00, 0.98, 0.00, 0.30, 0.91, 0.00, 0.03, 0.68, 0.00, 0.00, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
